Magazine code,Date,English title,Japanese title,English Kindle,Bilingual Print,Tankōbon,Complete Collection,1979 anime,,2005 anime,,,Movie,,Short film,Notes
G5,1983-04,The Ten Rules of the Rock,十戒石板,Vol 121,Vol 2-4,Vol 39,Vol 12,Ep 730,,Ep 826B (1404),,,,,,
G6,1983-04,The Freight Train Fedora,SLえんとつ,Vol 105,,Vol 33,Vol 11,Ep 732,,,,,,,,
G1,1983-05,The Enlargifying Glass,大きくなる虫めがね,Vol 161,,,Vol 15,Ep 967,,,,,,,,
G2,1983-05,The Roll Anywhere Skates,どこでもだれでもローラースケート,Vol 103,,Vol 33,Vol 15,Ep 743,,,,,,,,
G3,1983-05,How Time Flies,「時」はゴウゴウと流れる,Vol 107,,Vol 34,Vol 14,Ep 739,,Ep 597B (1060),,,,,,
G4,1983-05,The Castaway Set,ロビンソンクルーソーセット,Vol 123,Vol 3-5,Vol 39,Vol 13,Ep 723,,Ep 77B (150),Ep 492B (870),,,,,
G5,1983-05,The Soul Control Gun,たましいふきこみ銃,Vol 107,,Vol 34,Vol 12,Ep 749,,Ep 917A (1522),,,,,,
G6,1983-05,The Midnight Caller,真夜中の電話魔,Vol 94,,Vol 30,Vol 11,Ep 722,,Ep 260B (419),,,,,,
G1,1983-06,The Japanese Rhymelight,ゴロアワセトウ,Vol 160,,,Vol 15,Ep 1017,,Ep 669A (1169),,,,,,
G2,1983-06,Robo-Clay,ロボットねん土,Vol 191,,,Vol 15,,,,,,,,,
G3,1983-06,The Charter Chip,貸し切りチップ,Vol 112,Vol 3-3,Vol 36,Vol 14,Ep 737,,Ep 674B (1180),,,,,,
G4,1983-06,The Room Switcher Switch,へやこうかんスイッチ,Vol 95,,Vol 30,Vol 13,Ep 734,,Ep 457B (804),,,,,,
G5,1983-06,The Memory Disc,メモリーディスク,Vol 121,,Vol 39,Vol 12,Ep 759,,,,,,,,
G6,1983-06,Kaguya-Bot,かぐやロボット,Vol 116,,Vol 37,Vol 11,Ep 736,,Ep 103B (195),,,,,,
G1,1983-07,The Bug Boards,虫よせボード,Vol 137,,Vol 44,Vol 15,Ep 1138,,,,,,,,
G2,1983-07,The Invisible Bodyguard Robot,とうめいボディガードプラモ,Vol 191,,,Vol 15,Ep 950,,,,,,,,
G3,1983-07,The Buyback-Bot,自動買いとり機,Vol 92,,Vol 29,Vol 14,Ep 748,,Ep 777B (1337),,,,,,
G4,1983-07,The Sea-Parting Staff,モーゼステッキ,Vol 98,Vol 1-10,Vol 31,Vol 13,Ep 751,,Ep 398A (681),,,,,,
G5,1983-07,The World Time Clock,時差時計,Vol 101,Vol 3-3,Vol 32,Vol 12,Ep 754,,,,,,,,
G6,1983-07,Wind-Up Subterrine,ゼンマイ式潜地艦,Vol 111,,Vol 35,Vol 11,Ep 745,,,,,,,,
G1,1983-08,Travel Paper,ハイレールペーパー,Vol 162,,,Vol 15,Ep 992,,,,,,,,
G2,1983-08,The Tornado Straw,たつまきストロー,Vol 191,,,Vol 15,Ep 997,,,,,,,,
G3,1983-08,The Arctic Extract,エスキモー・エキス,Vol 106,,Vol 34,Vol 14,Ep 771,,,,,,,,
G4,1983-08,Catching a Sea Monster,海坊主がつれた！,Vol 97,,Vol 31,Vol 13,Ep 735,,Ep 217A (358),Ep 714A (1243),,,,,
G5,1983-08,The Animal Payback Drops,動物変身恩返しグスリ,Vol 110,Vol 2-6,Vol 35,Vol 12,Ep 741,,Ep 355A (599),,,,,,
G6,1983-08,The Nervous System Controller,運動神経コントローラー,Vol 131,,Vol 42,Vol 11,Ep 753,,Ep 516A (912),,,,,,
G1,1983-09,The Shadow Solidifier,影ふみオイル,Vol 164,,,Vol 15,Ep 943,,,,,,,,
G2,1983-09,The Instant Ocean Maker,そくせき海つくり機,Vol 191,,,Vol 15,Ep 781,,,,,,,,
G3,1983-09,Meanie Juice,悪魔のイジワール,Vol 111,,Vol 35,Vol 14,Ep 747,,,,,,,,
G4,1983-09,The Junior Hang-Glider,お子さまハンググライダー,Vol 96,,Vol 30,Vol 13,Special (Ep 744A),,Ep 745B (1293),,,,,,
G5,1983-09,The After-the-Fact Album,あとからアルバム,Vol 98,,Vol 31,Vol 12,Ep 744,,,,,,,,
G6,1983-09,The Buck Passer,あとはおまかせタッチ手ぶくろ,Vol 124,Vol 3-5,Vol 40,Vol 11,Ep 742,,Ep 408B (708),,,,,,
CC,1983-09,Noby and the Devildoom Chronicles,のび太の魔界大冒険,Vol L5,,Vol L5,Vol L2,,,,,,Nobita's Great Adventure into the Underworld,Nobita's New Great Adventure into the Underworld,,
G1,1983-10,Mirror World,あべこべ世界ミラー,Vol 161,,,Vol 15,Ep 902,,Ep 335A (558),,,,,,
G2,1983-10,The Heli-Camera,ヘリカメラ,Vol 191,,,Vol 15,Ep 998,,,,,,,,
G3,1983-10,The Little-Later Lens,することレンズ,Vol 96,Vol 1-10,Vol 30,Vol 14,Ep 746,,Ep 431B (757),,,,,,
G4,1983-10,The Typhoon Trap and the Wind Fridge,台風トラップと風蔵庫,Vol 125,,Vol 40,Vol 13,Ep 777,,Ep 382B (652),,,,,,
G5,1983-10,Magic Handkerchief,タネなしマジック,Vol 106,,Vol 34,Vol 12,Ep 775,,Ep 905B (1506),,,,,,
G6,1983-10,Gulliver's Troubles,めいわくガリバー,Vol 112,,Vol 36,Vol 11,Special (Ep 744B),,Ep 251A (404),Ep 513A (909),,,,,
G1,1983-11,Trampoline Spray,トランポリンゲン,Vol 161,,,Vol 15,Ep 1001,,Ep 561A (999),,,,,,
G2,1983-11,The Travel Screen,観光旅行まど,Vol 191,,,Vol 15,Ep 778,,,,,,,,
G3,1983-11,The Sandlot Shark,空き地のジョーズ,Vol 94,Vol 1-10,Vol 30,Vol 14,Ep 764,,Ep 86B (166),Ep 904A (1504),,,,,
G4,1983-11,Medal of Pity,カワイソメダル,Vol 189,,,Vol 13,Ep 750,,,,,,,,
G5,1983-11,The Happy Cap,ホンワカキャップ,Vol 95,,Vol 30,Vol 12,Ep 752,,,,,,,,
G6,1983-11,The Strange Persimmon Tree,一晩でカキの実がなった,Vol 107,,Vol 34,Vol 11,Ep 779,,Ep 543B (967),,,,,,
G1,1983-12,The Fountain of Maturity Rope,としの泉ロープ,Vol 161,,,Vol 15,Ep 905,,,,,,,,
G2,1983-12,Imagi-Gum,イメージガム,Vol 152,,Vol +4,Vol 15,Ep 766,,Ep 856A (1446),,,,,,
G3,1983-12,The Peephole Board,のぞき穴ボード,Vol 91,,Vol 29,Vol 14,Ep 756,,Ep 728B (1266),,,,,,
G4,1983-12,Napper's Paradise,ひるねは天国で,Vol 108,,Vol 34,Vol 13,Ep 757,,Ep 328A (544),,,Nobita and the Kingdom of Clouds,,,
G5,1983-12,The Rubberneck Racer,ヤジウマアンテナ,Vol 106,,Vol 34,Vol 12,Ep 760,,,,,,,,
G6,1983-12,Big G's Fan Mail,ジャイアンへのホットなレター,Vol 110,,Vol 35,Vol 11,Ep 761,,Ep 463B (816),,,,,,
G1,1984-01,The Personal TV Station,ミニテレビ局,Vol 164,,,Vol 15,Ep 1030,,,,,,,,
G2,1984-01,Ultra Guy,ウルトラヒーロー,Vol 191,,,Vol 15,Ep 774,,,,,,,,
G3,1984-01,The Pet Pen,ペットペン,Vol 147,,Vol +2,Vol 14,Ep 770,,Ep 237 (385),Ep 792B (1361),,,,,
G4,1984-01,Echoes in the Night,ま夜中に山びこ山が！,Vol 109,,Vol 35,Vol 13,Ep 765,,Ep 755A (1306),,,,,,
G5,1984-01,The Boot Camp Fear Trainers,「スパルタ式にが手こくふく錠」と「にが手タッチバトン」,Vol 154,,Vol +5,Vol 12,,,Ep 110C (208),Ep 584A (1039),,,,,
G6,1984-01,The War of the Dioramas,超リアル・ジオラマ作戦,Vol 100,,Vol 32,Vol 11,Ep 767,,,,,,,,
G1,1984-02,Pic Mic Elixir,シャシンシャベール,Vol 162,,,Vol 15,Ep 1003,,Ep 838A (1420),,,,,,
G2,1984-02,The E-Z Hot Air Balloon,エネルギーせつやく熱気球,Vol 153,,Vol +4,Vol 15,Ep 768,,,,,,,,
G3,1984-02,The Locker Cutter,ロッカーカッター,Vol 190,,,Vol 14,Ep 762,,,,,,,,
G4,1984-02,Booze River,酒の泳ぐ川,Vol 114,,Vol 36,Vol 13,Ep 791,,Ep 314A (517),Ep 782A (1344),,,,,
G5,1984-02,Rain Man Blues,雨男はつらいよ,Vol 107,,Vol 34,Vol 12,Ep 763,,Ep 173 (299),Ep 524B (930),,,,,
G6,1984-02,"Stop the World, I Want to Get Off",地球下車マシン,Vol 110,,Vol 35,Vol 11,Ep 796,,Ep 433B (761),,,,,,
G1,1984-03,The Dream Hole,夢ホール,Vol 165,,,Vol 15,Ep 1037,,,,,,,,
G2,1984-03,The Chair Customizer,いすかいりょう機,Vol 192,,,Vol 15,Ep 972,,,,,,,,
G3,1984-03,Into the Silver Screen,巨大立体スクリーンの中へ,Vol 100,,Vol 32,Vol 14,Ep 1021,,,,,,,,
G4,1984-03,The Robot Guardian Angel,ロボット背後霊,Vol 115,,Vol 37,Vol 13,Ep 785,,Ep 134B (245),Ep 818A (1394),,,,,
G5,1984-03,The Room Guard Set,ルームガードセット,Vol 144,,Vol +1,Vol 12,Ep 782,,Ep 301A (492),,,,,,
G6,1984-03,Noby's Son Runs Away,のび太の息子が家出した,Vol 114,Vol 3-4,Vol 36,Vol 11,Ep 789,,Ep 289B (470),Ep 718A (1249),,,,,
G1,1984-04,Bird Caps,バードキャップ,Vol 160,,,Vol 16,Ep 1601,,Ep 322B (536),,,,,,
G2,1984-04,The Pied Pipertron,ハメルンチャルメラ,Vol 127,Vol 2-6,Vol 41,Vol 15,Ep 1171,,Ep 313B (516),,,,,,
G3,1984-04,The Human Magnet Belt,人間じしゃくベルト,Vol 192,,,Vol 15,Ep 780,,,,,,,,
G4,1984-04,"Farewell, Mon Arbor",さらばキー坊,Vol 105,,Vol 33,Vol 14,Ep 758,,,,,Nobita and the Green Giant Legend,,,
G5,1984-04,Enter the Studyman,ガッコー仮面登場,Vol 105,,Vol 33,Vol 13,Ep 783,,Ep 482B (852),,,,,,
G6,1984-04,Noby's Do-Over,空ぶりは巻きもどして…,Vol 109,,Vol 35,Vol 12,Ep 790,,Ep 771A (1327),,,,,,
G1,1984-05,The Hyperbolic Camera,大げさカメラ,Vol 165,,,Vol 16,Ep 925,,,,,,,,
G2,1984-05,The Phantomizer,ホログラ機,Vol 150,,Vol +3,Vol 15,Ep 911,,,,,,,,
G3,1984-05,The Message Cannon,大砲でないしょの話,Vol 109,,Vol 35,Vol 15,Ep 814,,Ep 502B (889),,,,,,
G4,1984-05,The Feelie Fez,感覚モニター,Vol 115,,Vol 37,Vol 14,Ep 787,,,,,,,,
G5,1984-05,The Super Coupon Book,なんでも割引券,Vol 190,,,Vol 13,Ep 823,,,,,,,,
G6,1984-05,The All-You-Can-Mine Mix,合成鉱山の素,Vol 134,,Vol 43,Vol 12,Ep 788,,Ep 458A (805),,,,,,
G1,1984-06,The Weight Remover,重さすいこみじゅう,Vol 162,,,Vol 16,Ep 931,,Ep 728 (Short),,,,,,
G2,1984-06,Skink Ink,トカゲロン,Vol 192,,,Vol 15,Ep 811,,,,,,,,
G3,1984-06,Earthquake Training Paper,地震訓練ペーパー,Vol 108,,Vol 34,Vol 15,Ep 784,,,,,,,,
G4,1984-06,Big G's Big Concert,またもジャイアンコンサート,Vol 118,,Vol 38,Vol 14,Ep 786,,,,,,,,
G5,1984-06,The Forced Cash Card,ムリヤリキャッシュカード,Vol 110,,Vol 35,Vol 13,Ep 812,,,,,,,,
G6,1984-06,The Whammy Cam,ドッキリビデオ,Vol 116,,Vol 37,Vol 12,Ep 792,,Ep 339B (568),,,,,,
G1,1984-07,The Inny-Outie,ナカミスイトール,Vol 160,,,Vol 16,Ep 927,,,,,,,,
G2,1984-07,The Trick Candlestick,しん気ろうそく立て,Vol 143,,Vol +1,Vol 15,Ep 989,,,,,,,,
G3,1984-07,The Safety Charm Sticker,ききめ一番やくよけシール,Vol 119,Vol 3-6,Vol 38,Vol 15,Ep 793,,Ep 613B (1076),,,,,,
G4,1984-07,The Comeback Kaboom,一発逆転ばくだん,Vol 149,,Vol +3,Vol 14,Ep 830,,,,,,,,
G5,1984-07,The Prophecy,大予言・地球の滅びる日,Vol 113,Vol 2-5,Vol 36,Vol 13,Ep 1018,,Ep 473B (836),,,,,,
G6,1984-07,Halley's Tail,ハリーのしっぽ,Vol 104,,Vol 33,Vol 12,Ep 794,,Ep 684A (1194),,,,,,
CC,1984-07,Hoy's Village,ドンジャラ村のホイ,Vol 111,Vol 2-6,Vol 35,Vol 20,Ep 776,,Ep 110A (206),Ep 696 (1215),,,,,
G1,1984-08,The Invisible Hands,とうめいハンド,Vol 160,,,Vol 16,Ep 979,,Ep 917B (1523),,,,,,
G2,1984-08,The Clay-Bot,ネンドロイド,Vol 110,,Vol 35,Vol 15,Ep 815,,Ep 586B (1044),,,,,,
G3,1984-08,The Prank Maker,いたずらオモチャ化機,Vol 113,,Vol 36,Vol 15,Ep 798,,Ep 454A (798),,,,,,
G4,1984-08,The Plushie Maker,なんでもぬいぐるみに…,Vol 111,,Vol 35,Vol 14,Ep 799,,Ep 403B (693),,,,,,
G5,1984-08,Adventure Tea Time,アドベン茶で大冒険,Vol 113,Vol 3-2,Vol 36,Vol 13,Ep 797,,Ep 142A (256),Ep 660A (1154),,,,,
G6,1984-08,The Circle of Friends,友だちの輪,Vol 119,Vol 2-3,Vol 38,Vol 12,Ep 801,,Ep 14B (28),Ep 522B (926),,,,,
CC,1984-08,Noby's Little Space War,のび太の宇宙小戦争,Vol L6,,Vol L6,Vol L2,,,,,,Nobita's Little Star Wars,Nobita's Little Star Wars 2021,,
G1,1984-09,The Marionetter,マリオネッター,Vol 164,,,Vol 16,Ep 999,,Ep 736 (Short),,,,,,
G2,1984-09,Lightning Grease,デンコーセッカ,Vol 192,,,Vol 15,Ep 813,,,,,,,,
G3,1984-09,The Time Peephole,タイムふしあな,Vol 113,,Vol 36,Vol 15,Ep 810,,,,,,,,
G4,1984-09,The Perfect Sneech,スネ夫は理想のお兄さん,Vol 126,,Vol 40,Vol 14,Special (Ep 795A),,Ep 46B (91),Ep 673B (1178),,,,,
G5,1984-09,Doraemon's Day Off,ドラえもんに休日を！！,Vol 110,,Vol 35,Vol 13,Ep 805,Ep 1787,Ep 140B (254),,,,,,
G6,1984-09,Hurricane Big G,ジャイアン台風接近中,Vol 111,,Vol 35,Vol 12,Ep 817,,Ep 900A (1499),,,,,,
G1,1984-10,Reality Scissors,実物はさみ,Vol 163,,,Vol 16,Ep 1139,,Ep 729 (Short),,,,,,
G2,1984-10,Travel Paper,トビレットペーパー,Vol 149,,Vol +3,Vol 15,Ep 803,,Ep 819A (1395),,,,,,
G3,1984-10,Come-Here Chow,カムカムキャットフード,Vol 116,Vol 3-2,Vol 37,Vol 15,Ep 804,,Ep 91A (174),Ep 723A (1258),,,,,
G4,1984-10,The Auto-Returner Tag,自動返送荷札,Vol 107,,Vol 34,Vol 14,Ep 800,,Ep 736B (1280),,,,,,
G5,1984-10,Gentle Big G,ジャイアン反省・のび太はめいわく,Vol 112,,Vol 36,Vol 13,Ep 829,,Ep 92B (177),Ep 635A (1112),,,,,
G6,1984-10,Drama Spray,もりあがれ！ドラマチックガス,Vol 112,Vol 2-2,Vol 36,Vol 12,Ep 802,,Ep 127A (233),,,,,,
G1,1984-11,The Anything Controller,なんでもそうじゅう機,Vol 164,,,Vol 16,Ep 986,,,,,,,,
G2,1984-11,The Talk'n Typewriter,ききがきタイプライター,Vol 109,,Vol 35,Vol 15,Ep 1019,,,,,,,,
G3,1984-11,The Mushroom Miniscape,箱庭で松たけがり,Vol 120,,Vol 38,Vol 15,Ep 835,,Ep 345B (579),Ep 781A (1343),,,,,
G4,1984-11,The Copycan,「そんざいかん」がのぞいてる,Vol 112,,Vol 36,Vol 14,Ep 806,,,,,,,,
G5,1984-11,The Doubt Transmitter,自信ぐらつ機,Vol 115,,Vol 37,Vol 13,Ep 807,,Ep 69A (134),,,,,,
G6,1984-11,The Ultra Handyman Company,なんでもひきうけ会社,Vol 115,,Vol 37,Vol 12,Ep 808,,Ep 794A (1364),,,,,,
G1,1984-12,The Woodcutter's Pond,きこりの泉,Vol 114,,Vol 36,Vol 16,Ep 912,,Ep 15B (30),Ep 247A (397),,,,,
G2,1984-12,The TV Telephone,テレテレホン,Vol 152,,Vol +4,Vol 15,Ep 890,,,,,,,,
G3,1984-12,Please Forgive–Bee,シズメバチの巣,Vol 113,,Vol 36,Vol 15,Ep 816,,Ep 785A (1350),,,,,,
G4,1984-12,The Wish Card,シテクレジットカード,Vol 107,,Vol 34,Vol 14,Ep 846,,,,,,,,
G5,1984-12,The Mind Tuning Fork,ツモリナール,Vol 112,Vol 3-4,Vol 36,Vol 13,Ep 840,,,,,,,,
G6,1984-12,The Dimensional Roller,次元ローラー,Vol 189,,,Vol 12,Ep 819,,,,,,,,
G1,1985-01,Date Line Chalk,日づけ変更チョーク,Vol 163,,,Vol 16,Ep 907,,,,,,,,
G2,1985-01,Treasure Hunt Paper,宝さがしペーパー,Vol 151,,Vol +4,Vol 15,Ep 958,,Ep 740A (1285),,,,,,
G3,1985-01,Handmade Clouds,手作りの雲は楽しいね,Vol 122,Vol 2-6,Vol 39,Vol 15,Ep 843,,Ep 753A (1304),,,,,,
G4,1985-01,Imprinting Shizuka,たまごの中のしずちゃん,Vol 117,,Vol 37,Vol 14,Ep 821,,Ep 95B (182),,,Stand by Me Doraemon,,,
G5,1985-01,The Dreamplayer,ドリームプレイヤー,Vol 118,,Vol 38,Vol 13,Ep 1061,,Ep 156 (279),,,,,,
G6,1985-01,The Lazy New Year Kit,ぐーたらお正月セット,Vol 109,,Vol 35,Vol 12,Special (Ep 847A),,,,,,,,
G1,1985-02,Breakit and Fixit Stickers,「なおしバン」と「こわしバン」,Vol 164,,,Vol 16,Ep 924,,,,,,,,
G2,1985-02,Evil-Banishing Beans,鬼は外ビーンズ,Vol 192,,,Vol 15,Ep 1010,,Ep 282A (458),Ep 640A (1121),,,,,
G3,1985-02,The Costume Camera and Costume Paste,「ぬいぐるみカメラ」と「クルーム」,Vol 192,,,Vol 15,Ep 1338,,,,,,,,
G4,1985-02,The Cross-Section Viewer,断層ビジョン,Vol 114,,Vol 36,Vol 14,Ep 971,,Ep 406A (701),,,,,,
G5,1985-02,Just the Truth,ジャストホンネ,Vol 122,,Vol 39,Vol 13,Ep 820,,Ep 248B (400),,,,,,
G6,1985-02,The Case of the Killer Song,ジャイアン殺人事件,Vol 123,,Vol 39,Vol 12,Ep 855,,Ep 329B (547),,,,,,
G1,1985-03,The Inanimator Wand,無生物しきぼう,Vol 165,,,Vol 16,Ep 957,,Ep 786A (1351),,,,,,
G2,1985-03,The Cartooner,アニメばこ,Vol 136,,Vol 44,Vol 15,Ep 1013,,Ep 732A (1273),,,,,,
G3,1985-03,Revenge Vouchers,しかえし伝票,Vol 118,,Vol 38,Vol 15,Ep 889,,Ep 398B (682),,,,,,
G4,1985-03,The Time Adjustin' Acorn ,上げ下げくり,Vol 133,,Vol 43,Vol 14,Ep 825,,Ep 232B (381),Ep 674A (1179),,,,,
G5,1985-03,The Fighter Finder,暴力エネルギー探知器,Vol 190,,,Vol 13,Ep 822,,,,,,,,
G6,1985-03,The Course Checker,右か左か人生コース,Vol 132,,Vol 42,Vol 12,Ep 818,,Ep 199B (334),Ep 758A (1310),,,,,
G1,1985-04,Sleepwalk Stickers,いねむりシール,Vol 163,,,Vol 16,Ep 988,,Ep 448B (788),,,,,,
G2,1985-04,The Confession Hat,ざんげぼう,Vol 156,,Vol +5,Vol 16,Ep 1023,,,,,,,,
G3,1985-04,The Elevator Plate,エレベーター・プレート,Vol 115,,Vol 37,Vol 15,Ep 1226,,Ep 633B (1110),,,,,,
G4,1985-04,The Fakeit-Makeit Spray,へたうまスプレー,Vol 135,,Vol 43,Vol 15,Ep 824,,Ep 93A (178),Ep 801A (1373),,,,,
G5,1985-04,The Transmogrify Ray,物体変換銃,Vol 118,,Vol 38,Vol 14,Ep 826,,Ep 364B (616),,,,,,
G6,1985-04,The Reporter Robot,レポーターロボット,Vol 125,,Vol 40,Vol 13,Ep 838,,Ep 146A (263),,,,,,
G1,1985-05,The Escape Dumpling,お助けだんご,Vol 164,,,Vol 16,Ep 976,,,,,,,,
G2,1985-05,The Bubble Pipe,うきわパイプ,Vol 139,,Vol 45,Vol 16,Ep 1136,,,,,,,,
G3,1985-05,The Remote Eyelips,出ちょう口目,Vol 127,,Vol 41,Vol 15,Ep 834,,Ep 478B (844),,,,,,
G4,1985-05,The Shine Solidifier,カチンカチンライト,Vol 120,,Vol 38,Vol 15,Ep 832,,Ep 341B (572),,,,,,
G5,1985-05,Big G's Decision,ふつうの男の子にもどらない,Vol 124,,Vol 40,Vol 14,Ep 833,,Ep 334A (556),,,,,,
G6,1985-05,Rock Hard Willpower,強～いイシ,Vol 134,,Vol 43,Vol 13,Ep 831,,Ep 113B (214),Ep 573B (1024),,,,,
G1,1985-06,The Morph-Bot,変身ロボット,Vol 163,,,Vol 16,Ep 951,,Ep 855A (1444),,,,,,
G2,1985-06,The Ventrilophone,ふきかえ糸電話,Vol 116,,Vol 37,Vol 16,Ep 898,,,,,,,,
G3,1985-06,The Plantain Fan,バショー扇の使いみち,Vol 119,,Vol 38,Vol 15,Ep 836,,Ep 451B (793),,,,,,
G4,1985-06,The Blind Spot Star,モーテン星,Vol 125,,Vol 40,Vol 15,Ep 839,,Ep 82A (157),,,,,,
G5,1985-06,The Ghost Timer,オバケタイマー,Vol 113,,Vol 36,Vol 14,Ep 932,,Ep 795A (1365),,,,,,
G6,1985-06,The Invisible Bodyguard,みえないボディガード,Vol 127,Vol 2-5,Vol 41,Vol 13,Ep 837,,Ep 459B (808),,,,,,
G1,1985-07,The Role Plate,なりきりプレート,Vol 160,,,Vol 16,Ep 1052,,,,,,,,
G2,1985-07,The Dino Discovery,恐竜の足あと発見,Vol 137,,Vol 44,Vol 16,Ep 1005,,Ep 38B (76),,,,,,
G3,1985-07,The Time-Dumb,時限バカ弾,Vol 128,,Vol 41,Vol 15,Ep 842,,Ep 57A (113),Ep 537B (955),,,,,
G4,1985-07,The Adventure Game Book,冒険ゲームブック,Vol 119,Vol 2-6,Vol 38,Vol 15,Ep 847,,Ep 306B (503),,,,,,
G5,1985-07,Escape from Score Zero,のび太の0点脱出作戦,Vol 117,,Vol 37,Vol 14,Ep 845,,Ep 153B (274),Ep 819B (1396),,,,,
G6,1985-07,Boy Becomes Girl,男女入れかえ物語,Vol 132,Vol 2-2,Vol 42,Vol 13,Ep 849,,Ep 8A (14),,,,,,
G1,1985-08,The Pop-Out Animal Farm,生き物しいくジオラマブック,Vol 160,,,Vol 16,Ep 920,,,,,,,,
G2,1985-08,Traffic Sign Stickers,交通ひょうしきステッカー,Vol 152,Vol 3-3,Vol +4,Vol 16,Ep 921,,Ep 801B (1374),,,,,,
G3,1985-08,The Hypno-Pillowcase,ねながらケース,Vol 119,,Vol 38,Vol 15,Ep 948,,Ep 780B (1342),,,,,,
G4,1985-08,Fictional Character Eggs,架空人物たまご,Vol 124,Vol 2-6,Vol 40,Vol 15,Ep 841,,Ep 104A (196),Ep 509A (901),,,,,
G5,1985-08,Terror Tonic,恐怖のたたりチンキ,Vol 124,,Vol 40,Vol 14,Ep 919,,Ep 571A (1020),,,,,,
G6,1985-08,"Christine Goda, Comic Artist",大人気！クリスチーネ先生,Vol 117,,Vol 37,Vol 13,Ep 844,,Ep 418B (730),,,,,,
CC,1985-08,Noby vs. the Mecha Army,のび太と鉄人兵団,Vol L7,,Vol L7,Vol L3,,,,,,Nobita and the Steel Troops,Nobita and the New Steel Troops,,
G1,1985-09,The Shadow Snapper,影ぼうしフラッシュ,Vol 162,,,Vol 16,Ep 983,,Ep 627A (1097),,,,,,
G2,1985-09,The Gimme Hand,チョーダイハンド,Vol 193,,,Vol 16,Ep 978,,,,,,,,
G3,1985-09,The Rescue Bee,ハチにたのめばなんとかなるさ,Vol 143,,Vol +1,Vol 15,Ep 850,,Ep 665B (1165),,,,,,
G4,1985-09,Scare Specs,きもだめしめがね,Vol 148,,Vol +3,Vol 15,Ep 926,,Ep 529A (939),,,,,,
G5,1985-09,The Mind-Whisper,さとりヘルメット,Vol 122,,Vol 39,Vol 14,Ep 854,,Ep 330B (549),,,,,,
G6,1985-09,45 Years from Now,45年後……,Vol 156,Vol 3-1,Vol +5,Vol 13,Ep 1786,,Ep 196B (330),Ep 856B (1447),,,,,
G1,1985-10,A Slice of Ocean,海をひと切れ切りとって,Vol 138,,Vol 44,Vol 16,,,Ep 408A (707),,,,,,
G2,1985-10,Around the World in 80 Square Feet,室内世界旅行セット,Vol 149,,Vol +3,Vol 16,Ep 1075,,,,,,,,
G3,1985-10,The Pointer Arrow,ついせきアロー,Vol 192,,,Vol 15,Ep 922,,,,,,,,
G4,1985-10,The Emotional Energy Tank,感情エネルギーボンベ,Vol 132,,Vol 42,Vol 15,Ep 858,,Ep 262A (422),,,,,,
G5,1985-10,Airshoes,不運は、のび太のツヨーイ味方！？,Vol 144,,Vol +1,Vol 14,Ep 899,,,,,,,,
G6,1985-10,The Invincible Cannon,スネ夫の無敵砲台,Vol 120,,Vol 38,Vol 13,Ep 853,,Ep 148 (266),,,,,,
G1,1985-11,Jack Beans,ジャック豆,Vol 160,,,Vol 16,Ep 1624,,Ep 438A (767),,,,,,
G2,1985-11,The Costume-Maker Camera,ぬいぐるみせいぞうカメラ,Vol 193,,,Vol 16,Ep 1064,,,,,,,,
G3,1985-11,Time Glove Revenge,タイム手ぶくろでしかえしを,Vol 193,,,Vol 15,Ep 859,,,,,,,,
G4,1985-11,The Truth-Be-Told Speaker,アトカラホントスピーカー,Vol 116,,Vol 37,Vol 15,Ep 861,,Ep 78A (151),Ep 541B (963),,,,,
G5,1985-11,The Lift Stick,リフトストック,Vol 116,,Vol 37,Vol 14,Ep 892,,Ep 153A (273),Ep 736A (1279),,,,,
G6,1985-11,The 4D Trash Can,四次元くずかご,Vol 139,,Vol 45,Vol 13,Ep 862,,Ep 481B (850),,,,,,
G1,1985-12,The Cordless Can Phone,糸なし糸でんわ,Vol 161,,,Vol 16,Ep 981,,,,,,,,
G2,1985-12,The Map Injector,地図ちゅうしゃき,Vol 140,,Vol 45,Vol 16,Ep 1050,,Ep 708A (1231),,,,,,
G3,1985-12,The War of the Whispers,ないしょ話…,Vol 154,,Vol +5,Vol 15,Ep 863,,,,,,,,
G4,1985-12,The Time Crank,タイムワープリール,Vol 140,,Vol 45,Vol 15,Ep 956,,Ep 137A (249),Ep 583A (1038),,,,,
G5,1985-12,The One-Step-at-a-Timer,きらいなテストにガ～ンバ！,Vol 144,,Vol +1,Vol 14,Ep 865,,Ep 660B (1155),,,,,,
G6,1985-12,The All Alone-ade,無人境ドリンク,Vol 120,,Vol 38,Vol 13,Ep 864,,Ep 680A (1191),,,,,,
G1,1986-01,Chameleon Tea,カメレオン茶,Vol 160,,,Vol 16,Ep 1000,,Ep 727 (Short),,,,,,
G2,1986-01,The So-be-it Shells,そうなる貝セット,Vol 155,,Vol +5,Vol 16,Ep 1039,,Ep 270A (436),Ep 885B (1483),,,,,
G3,1986-01,Program Freckles,人間プログラミングほくろ,Vol 147,,Vol +2,Vol 15,Ep 918,,,,,,,,
G4,1986-01,The Holo-Faker,みせかけ落がきペン,Vol 151,,Vol +4,Vol 15,Ep 875,,Ep 795B (1366),,,,,,
G5,1986-01,Baggage Check Tags,一時あずけカード,Vol 149,,Vol +3,Vol 14,Ep 870,,,,,,,,
